공모전명,조회수,주최,주관,응모분야,참가자격,접수기간,1등시상금,입사_가산점,인턴정직원_채용,기획/아이디어,광고/마케팅,학술,사진/영상/UCC,디자인,문학/시나리오,건축/건설/인테리어,브랜드/네이밍,예체능,대외활동,취업/창업,IT/소프트웨어/게임,분야별_기타
제4회 대학(원)생 주택금융 논문 경진대회,3097,한국주택금융공사,인천여성가족재단,논문/리포트기획/아이디어광고/마케팅,대학생/대학원생,2017-05-29 ~ 2017-08-04,500만원,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
평강식물원 전국 온라인 사진공모전,2370,"평강식물원, 경기일보","평강식물원, 경기일보",사진,제한없음,2017-04-22 ~ 2017-06-15,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
오래된 미래 괴산! UCC공모전,2410,괴산군,괴산군,광고/마케팅UCC/영상,대학생,2017-06-21 ~ 2017-11-30,200만원,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
[SBA서울애니메이션센터 x GRAFOLIO x 밀리의서재] 웹 애니메이션 공모전,2501,"SBA서울애니메이션센터, GRAFOLIO, 밀리의서재","SBA서울애니메이션센터, GRAFOLIO, 밀리의서재",캐릭터/만화,제한없음,2017-09-22 ~ 2017-11-10,1천만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
해양안전 발명 공모,2908,"국민안전처, 특허청","한국발명진흥회, 해양경비안전교육원(해양경비안전연구센터)",기획/아이디어광고/마케팅과학/공학취업/창업,제한없음,2017-05-22 ~ 2017-07-21,200만원,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
제2회 유아 흡연예방교육 우수사례 공모전,25519,보건복지부,"한국건강증진개발원, 국가금연지원센터",기획/아이디어광고/마케팅UCC/영상문학/수기,기타,2017-09-04 ~ 2017-10-29,200만원,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
제8회 바람직한 옥외광고문화 콘텐츠 공모전,57705,한국지방재정공제회 한국옥외광고센터,"한국건강증진개발원, 국가금연지원센터",디자인광고/마케팅UCC/영상캐릭터/만화,제한없음,2017-05-20 ~ 2017-09-20,400만원,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
LG OLED Design Competition 2017,13512,LG OLED light,LG OLED light,디자인,대학생/대학원생/일반인,2017-09-10 ~ 2017-11-30,"5,000USD",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제11회 농촌경관 사진 공모전,27439,농림축산식품부,"한국농어촌공사, (사)한국에서 가장 아름다운 마을연합",UCC/영상,제한없음,2017-06-01 ~ 2017-08-31,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KOSPO 미래혁신 아이디어 공모전,5845,한국남부발전,한국남부발전,기획/아이디어,제한없음,2017-10-30 ~ 2017-11-30,200만원,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
게임 그래픽 리소스 공모전,5608,경기도청,경기콘텐츠진흥원,기획/아이디어디자인UCC/영상게임/소프트웨어,제한없음,2017-06-19 ~ 2017-07-16,"1,000만원",0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
2017년 기술보증기금 대표광고공모전,2682,기술보증기금,기술보증기금,디자인광고/마케팅,대학생/대학원생/일반인/기타,2017-10-20 ~ 2017-11-24,300만원,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
제13회 생명의 빛 공해의 빛 빛공해 사진‧UCC공모전,15055,"서울특별시, 조명박물관",기술보증기금,UCC/영상,제한없음,2017-04-10 ~ 2017-06-19,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017 공유서울 홍보 콘텐츠 공모전,13267,서울특별시,공유허브,디자인광고/마케팅UCC/영상,제한없음,2017-10-30 ~ 2017-11-26,700만원,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
조형물공모전(2017서울아리랑페스티벌어워즈),2844,"서울특별시, (사)서울아리랑페스티벌조직위원회",(사)서울아리랑페스티벌조직위원회,디자인예체능,제한없음,2017-06-19 ~ 2017-07-23,500만원,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
제3회 SK엔카직영 사진/영상 공모전,2843,SK엔카직영몰,SK엔카직영몰,UCC/영상,제한없음,2017-10-26 ~ 2017-11-17,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
동학농민혁명 스토리텔링 공모전,21599,동학농민혁명기념재단,SK엔카직영몰,기획/아이디어광고/마케팅예체능문학/수기캐릭터/만화,제한없음,2017-04-10 ~ 2017-08-28,"1,000만원",0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
2017년 GSEEKㅣ지식 트렌드&토픽 청춘 콘텐츠 공모전,15336,경기도평생교육진흥원,지식캠퍼스,UCC/영상,대학생/대학원생,2017-09-29 ~ 2017-11-20,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017 제13회 KMAC 경영혁신 연구논문 및 사례연구 대학(원)생 공모전,3325,KMAC(한국능률협회컨설팅),지식캠퍼스,논문/리포트기획/아이디어광고/마케팅,대학생/대학원생,2017-05-26 ~ 2017-09-15,700만원 및 상패,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
SBS 대학생 아이디어 올림픽,14167,SBS,SBS,기획/아이디어,대학생,2017-11-01 ~ 2017-12-10,200만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017 경상북도 청년창농 아이디어 공모전,2147,경상북도 귀농귀촌종합지원센터,경상북도 귀농귀촌종합지원센터,기획/아이디어,대학생/대학원생/일반인,2017-10-30 ~ 2017-11-24,300만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017 농업인 현장 우수기술 & 대학생 첨단 농업 아이디어 공모전,11949,농촌진흥청,농업기술실용화재단,기획/아이디어광고/마케팅과학/공학취업/창업,일반인,2017-05-15 ~ 2017-06-25,500만원,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
제2회 국가정책연구포털(NKIS) UCC 및 수기 공모전,4602,경제·인문사회연구회,경제·인문사회연구회,UCC/영상문학/수기,제한없음,2017-11-01 ~ 2017-12-17,100만원,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2017년 도박문제 예방 공모전,35231,한국도박문제관리센터,경제·인문사회연구회,기획/아이디어디자인광고/마케팅UCC/영상문학/수기,제한없음,2017-06-01 ~ 2017-07-27,200만원,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2017 경기북부 지역특화 세계패션의류 창업 및 취업지원 프로젝트 참가자 모집,5260,(사)고양시기업·경제인연합회,(사)고양시기업·경제인연합회,기획/아이디어,기타,2017-10-17 ~ 2017-11-10,200만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017년 ICT 모의 분쟁조정 경연대회,1570,과학기술정보통신부,"한국인터넷진흥원, 전자문서·전자거래분쟁조정위원회, 인터넷주소분쟁조정위원회, 온라인광고분쟁조정위원회",논문/리포트기획/아이디어,대학생/대학원생,2017-10-30 ~ 2017-11-09,500만원,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
한국국토정보공사 광고 공모전,12028,LX한국국토정보공사,LX한국국토정보공사,기획/아이디어네이밍/슬로건디자인,제한없음,2017-11-01 ~ 2017-12-08,300만원,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
제5회 독도사랑ucc 공모전,3385,(주)데일리스포츠월드,(주)세계일보,UCC/영상,대학생/중학생/고등학생,2017-07-10 ~ 2017-08-31,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017 키움증권 영상공모전,2467,키움증권,"(사)E컨슈머, 산업통상자원부, 전력거래소",UCC/영상,대학생/대학원생,2017-05-29 ~ 2017-07-30,100만원,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제11회 뉴트리라이트 대학생 광고 공모전,12421,뉴트리라이트,뉴트리라이트,기획/아이디어디자인광고/마케팅UCC/영상,대학원생,2017-11-01 ~ 2017-12-13,300만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
제1회 민속 저잣거리 축제 『팔도 품바 경연대회』,1718,한국민속촌,뉴트리라이트,UCC/영상예체능,제한없음,2017-05-24 ~ 2017-06-12,500만원,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2017 삼성디스플레이 대학생 15초 영상제,11548,삼성디스플레이,삼성디스플레이,사진UCC/영상,대학생/대학원생,2017-11-06 ~ 2017-11-30,갤럭시 최신 핸드폰,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"전통시장 청년상인 UCC영상공모전, 정책아이디어공모전",3720,"중소벤처기업부, 소상공인시장진흥공단","중소벤처기업부, 소상공인시장진흥공단",기획/아이디어디자인UCC/영상,제한없음,2017-11-09 ~ 2017-11-26,100만원,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2017 일ㆍ생활 균형 사진ㆍ포스터 공모전,12320,"인천광역시,중부지방고용노동청",인천여성가족재단,UCC/영상,제한없음,2017-10-23 ~ 2017-11-10,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017년 푸른하늘 웹툰 공모전,15444,수도권대기환경청,수도권대기환경청,디자인광고/마케팅캐릭터/만화,대학생/대학원생/일반인,2017-10-01 ~ 2017-11-30,300만원,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2017 당진시 SNS 웹툰·팬아트 공모전,3982,당진시청 홍보정보담당관,당진시청 홍보정보담당관,기획/아이디어디자인광고/마케팅,제한없음,2017-11-08 ~ 2017-12-05,Cintiq 27QHD,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
골목길과 함께 하는 종로감성사진관 - 종로사진 공모전,5682,종로구,한겨레신문사,UCC/영상,제한없음,2017-11-08 ~ 2017-12-03,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KEA 열린혁신 아이디어 공모전,4425,한국에너지공단,한국에너지공단,기획/아이디어,제한없음,2017-11-10 ~ 2017-11-23,50만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017년 경주시 관광기념품 공모전,5576,경주시,경주시,기획/아이디어디자인,제한없음,2017-12-07 ~ 2017-12-08,5백만원,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017년 브이월드 활용 우수사례 공모전,3500,국토교통부,공간정보산업진흥원,기획/아이디어게임/소프트웨어,제한없음,2017-11-14 ~ 2017-12-01,100만원,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
디지털 성폭력 근절을 위한 인식 개선 공모전,6498,여성가족부,여성가족부,디자인UCC/영상,제한없음,2017-11-08 ~ 2017-12-01,100만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
산림청 50초 영상 공모전,5211,산림청,산림청,UCC/영상,제한없음,2017-11-13 ~ 2017-12-04,70만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
국립서울현충원 홍보 포스터 공모전,9402,국립서울현충원,국립서울현충원,디자인,제한없음,2017-11-13 ~ 2017-12-10,250만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
치킨마루 췌킨댄스 패러디 공모전,8571,치킨마루,치킨마루,UCC/영상,제한없음,2017-11-13 ~ 2017-12-31,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제 2회 카피킬러 공모전 - 캐치프레이즈,10975,카피킬러,카피킬러,네이밍/슬로건,제한없음,2017-11-20 ~ 2017-12-03,50만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
제2회 학교 재난안전 콘텐츠 공모전,25617,교육시설재난공제회,교육시설재난공제회,기획/아이디어디자인,일반인/초등학생/중학생/고등학생,2017-10-10 ~ 2017-11-26,100만원,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
국제캣산업박람회 카피라이팅 공모전,16967,"㈜올윈, (주)한국국제전시","㈜올윈, (주)한국국제전시",네이밍/슬로건,제한없음,2017-11-08 ~ 2017-11-30,50만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
좋은 빛 홍보 동영상 공모전,12687,환경부,한국환경공단,UCC/영상,제한없음,2017-11-13 ~ 2017-12-12,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018평창동계올림픽 성공 개최를 위한 “문화시민 활동사진 공모전,6013,강원도새마을회,강원도새마을회,UCC/영상,제한없음,2017-11-15 ~ 2017-12-15,150만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
‘밥이 답이다’ 영상 공모전,12767,농림축산식품부,농림수산식품교육문화정보원,UCC/영상,제한없음,2017-11-15 ~ 2017-12-06,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
대한민국 일자리 아이디어 공모,5751,대통령직속일자리위원회,한국산업인력공단,기획/아이디어,제한없음,2017-11-01 ~ 2017-11-30,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
한국소방산업기술원 2017 정규직 채용 공고,4406,한국소방산업기술원,한국소방산업기술원,취업/창업,기타,2017-11-17 ~ 2017-12-01,500만원,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017 한글날 예쁜엽서 공모전,24366,한겨레미디어,한겨레미디어,디자인예체능,대학생/대학원생/일반인/초등학생/중학생/고등학생,2017-06-05 ~ 2017-09-08,삼성전자 50인치 LED TV,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
공항철도 개통 10주년 기념 영상콘텐츠 공모전,5776,공항철도(주),공항철도(주),UCC/영상문학/수기,제한없음,2017-02-15 ~ 2017-03-13,200만원,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
대전현충원앞 일대 테마거리 명칭 공모,15361,대전광역시,대전광역시,네이밍/슬로건,제한없음,2017-11-20 ~ 2017-12-10,50만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
도시재생 뉴딜사업 스마트분야 아이디어 공모전,2948,한국기술교육대학교 LINC+사업단,대전광역시,기획/아이디어광고/마케팅,대학생,2018-01-22 ~ 2018-02-05,200만원,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CCM 인증제도 홍보 포스터 및 캐치프레이즈 공모전,5672,"공정거래위원회, 한국소비자원",대전광역시,네이밍/슬로건디자인광고/마케팅,제한없음,2017-09-04 ~ 2017-10-27,100만원,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
대학(원)생 원자력 아이디어 공모전,9835,과학기술정보통신부,한국연구재단,기획/아이디어광고/마케팅과학/공학,대학생/대학원생,2017-11-24 ~ 2017-12-11,150만원,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
제5회 송건호 대학사진상,13070,"청암언론문화재단,한겨레미디어","청암언론문화재단,한겨레미디어",사진,대학생,2018-01-22 ~ 2018-04-08,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
지역복지공동체 구축 아이디어 공모전,5328,한국사회복지협의회,"청암언론문화재단,한겨레미디어",기획/아이디어,제한없음,2018-01-15 ~ 2018-02-02,300만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018 전통시장 청년상인 모집,3304,"중소벤처기업부, 소상공인시장진흥공단",(주)소메이저,기획/아이디어광고/마케팅취업/창업,기타,2018-01-04 ~ 2018-01-31,"최대 4,000만원",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
산학연클러스터 지원센터 명칭 공모,11694,행정중심복합도시건설청,행정중심복합도시건설청,네이밍/슬로건,제한없음,2017-11-29 ~ 2017-12-18,아이폰8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018년 제4회 궁중문화축전 기획프로그램 및 아이디어 공모전,2587,한국문화재재단,행정중심복합도시건설청,기획/아이디어,제한없음,2017-09-11 ~ 2017-10-13,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017 삼성웰스토리 GIFT 아이디어 공모전,3998,삼성웰스토리,도농협동연수원,기획/아이디어디자인광고/마케팅,대학생/대학원생,2017-09-01 ~ 2017-09-29,300만원,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2017 제2회 농식품아이디어(TED) 경연대회,12103,농협창조농업지원센터,농협창조농업지원센터,기획/아이디어,제한없음,2017-02-27 ~ 2017-04-14,"2,000만원",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
서민금융통합지원센터 슬로건 공모전,4593,신용회복위원회,신용회복위원회,네이밍/슬로건,제한없음,2017-02-15 ~ 2017-03-12,50만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WE-Innovate POLL '새로운 모바일 라이프스타일 IDEA 공모전',4561,삼성전자,삼성전자,기획/아이디어,제한없음,2017-02-23 ~ 2017-03-09,WE-Innovate 아이디어 노트,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017 저출산 극복을 위한 UCC 및 포스터 공모 대회,37211,보건복지부,(사)인구와미래정책연구원,기획/아이디어디자인광고/마케팅사진UCC/영상,제한없음,2017-04-24 ~ 2017-06-07,300만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
제4회 ICT 스마트디바이스전국 공모전,4373,과학기술정보통신부,"정보통신기술진흥센터, 정보통신산업진흥원, 경기도경제과학진흥원, 대구테크노파크, 충청북도지식산업진흥원, 전주정보문화산업진흥원, 용인시디지털산업진흥원, 스마트디바이스산업협회",기획/아이디어과학/공학게임/소프트웨어,제한없음,2017-08-31 ~ 2017-10-11,"1,000만원",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
사업자지원사업 IDEA 공모전,25256,한국수력원자력,한국수력원자력,기획/아이디어취업/창업,제한없음,2017-03-13 ~ 2017-05-12,500만원,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
문학활성화 캠페인 2017 문학영상 콘테스트,1217,한국문화예술위원회,인디엔피,UCC/영상문학/수기,제한없음,2017-07-28 ~ 2017-08-27,300만원,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2017 에너지 작품 공모전,6223,"산업통상자원부, 교육부",한국에너지공단,기획/아이디어디자인광고/마케팅문학/수기,제한없음,2017-07-24 ~ 2017-08-31,200만원,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2017 지방재정 아이디어 공모전,3513,한국지방재정공제회,한국지방재정공제회,논문/리포트기획/아이디어,제한없음,2017-08-21 ~ 2017-10-13,300만원,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
제8회 건설근로자 사진 공모전,27078,건설근로자공제회,건설근로자공제회,기획/아이디어디자인광고/마케팅UCC/영상,제한없음,2017-06-15 ~ 2017-08-11,200만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
원자력안전위원회 대국민 UCC & 슬로건 공모전,2789,원자력안전위원회,원자력안전위원회,기획/아이디어네이밍/슬로건광고/마케팅UCC/영상,제한없음,2017-08-01 ~ 2017-09-17,150만원,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
경기 빅데이터 활용 아이디어 공모전,2315,경기도,경기콘텐츠진흥원,기획/아이디어과학/공학,제한없음,2017-04-05 ~ 2017-05-28,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
제13회 에이즈 예방 광고공모전,16428,(사)한국에이즈퇴치연맹,보건복지부 질병관리본부,기획/아이디어디자인광고/마케팅UCC/영상,제한없음,2017-07-01 ~ 2017-09-17,300만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2017 금연디자인 공모전,34474,대구광역시,한국건강관리협회 대구지부,기획/아이디어디자인광고/마케팅UCC/영상,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생,2017-06-01 ~ 2017-07-31,100만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
‘새롭게 여는 서울의 문’ 과천대로일대 지역재생방안 연구 공모전,2105,서울특별시 도시재생본부(공공개발센터),서울특별시 도시재생본부(공공개발센터),기획/아이디어,대학생/대학원생/일반인,2017-05-15 ~ 2017-06-30,"3,000만원",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제2회 법무부 성폭력 근절 포스터 공모전,5562,법무부,법무부,기획/아이디어UCC/영상,대학생/대학원생,2017-06-26 ~ 2017-08-28,200만원,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2017 원주시 UCC 공모전,2851,원주시,원주시,UCC/영상,제한없음,2017-07-24 ~ 2017-10-31,150만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
